ID_RESERVA,LLEGADA,SALIDA,NOCHES,REGIMEN,PAX,ADULTOS,NENES,FECHA_TOMA,NOMBRE_COMPLEJO,NOMBRE_HOTEL,NOMBRE_HABITACION,VALOR_RESERVA,ADR,LEAD_TIME,CANAL_CONSOLIDADO,PAIS_TOP,TIENE_FIDELIDAD,CANCELADO,PROB_CANCELACION,TARIFA,ORIGEN,TIENE_REWARDS
610154110701,2026-05-16,2026-05-20,4,All Inclusive,2,2,0.0,2026-04-22,CANA,Complejo Punta Cana,BAV PREMIUM JS GV,1033.14,258.29,24.0,OTROS_INTERMEDIARIOS,MEXICO,0.0,0,0.2031,No Reembolsable,SINTETICO,
610154210701,2026-03-20,2026-03-27,7,All Inclusive,3,3,0.0,2026-01-25,CANA,Complejo Punta Cana,PAL JUNIOR SUITE GV,2612.4,373.2,54.0,B2B_TTOO,CANADA,0.0,1,0.2638,No Reembolsable,SINTETICO,
610154309601,2026-02-08,2026-02-12,4,All Inclusive,2,2,0.0,2025-12-07,MUJE,Complejo Costa Mujeres,CMU LOFT SUITE JT,1732.14,433.03,63.0,OTROS_INTERMEDIARIOS,REINO UNIDO,0.0,0,0.2158,No Reembolsable,SINTETICO,
610154410701,2026-09-01,2026-09-08,7,All Inclusive,1,1,0.0,2026-03-07,CANA,Complejo Punta Cana,BAV PREMIUM JS GV,1202.48,171.78,178.0,OTA POWER,ESTADOS UNIDOS,0.0,0,0.5964,No Reembolsable,SINTETICO,
610154510701,2026-10-31,2026-11-10,10,All Inclusive,4,3,1.0,2026-07-10,CANA,Complejo Punta Cana,BAV JUNIOR SUITE GV,2959.46,295.95,113.0,OTA POWER,ESTADOS UNIDOS,0.0,0,0.4595,No Reembolsable,SINTETICO,
610154609601,2026-06-02,2026-06-07,5,All Inclusive,4,4,0.0,2026-04-28,MUJE,Complejo Costa Mujeres,CMU LOFT SUITE JT,1483.95,296.79,35.0,OTA POWER,ESTADOS UNIDOS,0.0,0,0.4695,Flexible - Paga en Destino,SINTETICO,
610154710601,2026-07-03,2026-07-07,4,All Inclusive,2,2,0.0,2026-05-13,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE GV,1455.32,363.83,51.0,OTROS_INTERMEDIARIOS,CANADA,1.0,0,0.1869,Flexible - Paga en Destino,SINTETICO,
610154810601,2026-08-03,2026-08-09,6,All Inclusive,2,2,0.0,2026-07-02,MAYA,Complejo Riviera Maya,COL JUNIOR SUITE GV,2011.38,335.23,32.0,OTA POWER,ESTADOS UNIDOS,0.0,0,0.334,Flexible - Paga en Destino,SINTETICO,
610154910701,2026-06-26,2026-06-30,4,All Inclusive,2,2,0.0,2026-04-22,CANA,Complejo Punta Cana,BAV JUNIOR SUITE GV,1151.88,287.97,65.0,VENTA DIRECTA,ARGENTINA,1.0,0,0.0789,Flexible - Paga en Destino,SINTETICO,
610155010701,2026-02-07,2026-02-21,14,All Inclusive,5,4,1.0,2026-01-09,CANA,Complejo Punta Cana,PC JUNIOR SUITE GV,6352.4,453.74,29.0,OTA POWER,ARGENTINA,0.0,0,0.4374,No Reembolsable,SINTETICO,
610155110601,2026-05-16,2026-05-20,4,All Inclusive,3,3,0.0,2026-04-15,MAYA,Complejo Riviera Maya,COL JUNIOR SUITE GV,1087.45,271.86,31.0,OTA POWER,ARGENTINA,1.0,1,0.2479,No Reembolsable,SINTETICO,
610155210601,2026-01-20,2026-01-24,4,All Inclusive,2,2,0.0,2025-11-16,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE GV,1550.25,387.56,65.0,OTROS_INTERMEDIARIOS,ESTADOS UNIDOS,0.0,0,0.3601,Flexible - Paga Ahora,SINTETICO,
610155310701,2026-09-09,2026-09-16,7,All Inclusive,3,3,0.0,2026-07-08,CANA,Complejo Punta Cana,PAL JUNIOR SUITE GV,1563.6,223.37,63.0,VENTA DIRECTA,ESTADOS UNIDOS,0.0,0,0.1343,Flexible - Paga Ahora,SINTETICO,
610155410701,2026-12-03,2026-12-10,7,All Inclusive,2,2,0.0,2026-10-23,CANA,Complejo Punta Cana,PC JUNIOR SUITE GV,2982.94,426.13,41.0,OTA POWER,MEXICO,0.0,0,0.4192,Flexible - Paga en Destino,SINTETICO,
610155510701,2026-01-12,2026-01-18,6,All Inclusive,3,3,0.0,2026-01-03,CANA,Complejo Punta Cana,PC JUNIOR SUITE GV,2722.55,453.76,9.0,OTROS_INTERMEDIARIOS,CANADA,0.0,1,0.3317,Flexible - Paga en Destino,SINTETICO,
610155610601,2026-05-23,2026-05-28,5,All Inclusive,3,2,1.0,2026-04-03,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE PS OV,1208.68,241.74,50.0,FIDELIDAD_PTC,ESTADOS UNIDOS,0.0,1,0.3595,Flexible - Paga Ahora,SINTETICO,
610155710601,2026-03-22,2026-03-26,4,All Inclusive,4,4,0.0,2026-01-30,MAYA,Complejo Riviera Maya,COL JUNIOR SUITE GV,1529.81,382.45,51.0,B2B_TTOO,REINO UNIDO,1.0,0,0.1576,Flexible - Paga en Destino,SINTETICO,
610155809601,2026-02-11,2026-02-18,7,All Inclusive,4,2,2.0,2026-01-10,MUJE,Complejo Costa Mujeres,CMU LOFT SUITE JT,3878.81,554.12,32.0,VENTA DIRECTA,MEXICO,1.0,0,0.111,Flexible - Paga Ahora,SINTETICO,
610155910601,2026-02-21,2026-03-03,10,All Inclusive,3,3,0.0,2025-12-16,MAYA,Complejo Riviera Maya,COL JUNIOR SUITE GV,4376.6,437.66,67.0,B2B_TTOO,REINO UNIDO,0.0,0,0.2264,Flexible - Paga en Destino,SINTETICO,
610156010701,2026-10-14,2026-10-19,5,All Inclusive,3,2,1.0,2026-08-30,CANA,Complejo Punta Cana,BAV JUNIOR SUITE GV,1502.44,300.49,45.0,B2B_TTOO,MEXICO,0.0,0,0.3271,No Reembolsable,SINTETICO,
610156109601,2026-06-21,2026-06-26,5,All Inclusive,3,3,0.0,2026-06-02,MUJE,Complejo Costa Mujeres,CMU LOFT SUITE JT,1206.0,241.2,19.0,VENTA DIRECTA,OTROS,0.0,0,0.368,Flexible - Paga en Destino,SINTETICO,
610156210701,2026-01-02,2026-01-09,7,All Inclusive,2,2,0.0,2025-11-07,CANA,Complejo Punta Cana,PC JUNIOR SUITE GV,2836.07,405.15,56.0,FIDELIDAD_PTC,ESTADOS UNIDOS,1.0,0,0.05,Flexible - Paga en Destino,SINTETICO,
610156309601,2026-04-22,2026-04-29,7,All Inclusive,3,2,1.0,2026-02-16,MUJE,Complejo Costa Mujeres,CMU LOFT SUITE JT,2716.03,388.0,65.0,VENTA DIRECTA,MEXICO,0.0,0,0.1287,Flexible - Paga Ahora,SINTETICO,
610156410601,2026-10-02,2026-10-12,10,All Inclusive,4,3,1.0,2026-08-11,MAYA,Complejo Riviera Maya,COL JUNIOR SUITE GV,2689.51,268.95,52.0,FIDELIDAD_PTC,REINO UNIDO,0.0,0,0.3119,Flexible - Paga Ahora,SINTETICO,
610156509601,2026-03-03,2026-03-13,10,All Inclusive,2,2,0.0,2026-01-05,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE PS,2500.25,250.02,57.0,B2B_TTOO,REINO UNIDO,0.0,0,0.2354,Flexible - Paga en Destino,SINTETICO,
610156610701,2026-05-06,2026-05-09,3,All Inclusive,3,2,1.0,2026-04-04,CANA,Complejo Punta Cana,BAV PREMIUM JS GV,869.04,289.68,32.0,VENTA DIRECTA,ARGENTINA,1.0,0,0.1785,No Reembolsable,SINTETICO,
610156710601,2026-03-14,2026-03-21,7,All Inclusive,4,4,0.0,2026-01-25,MAYA,Complejo Riviera Maya,COL JUNIOR SUITE GV,2483.78,354.83,48.0,OTROS_INTERMEDIARIOS,OTROS,0.0,0,0.2061,Flexible - Paga Ahora,SINTETICO,
610156809601,2026-10-19,2026-10-26,7,All Inclusive,2,2,0.0,2026-09-20,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE PS,1595.03,227.86,29.0,VENTA DIRECTA,ALEMANIA,0.0,1,0.2446,Flexible - Paga Ahora,SINTETICO,
610156910701,2026-06-30,2026-07-05,5,All Inclusive,5,4,1.0,2026-06-05,CANA,Complejo Punta Cana,BAV PREMIUM JS GV,1667.22,333.44,25.0,FIDELIDAD_PTC,ESTADOS UNIDOS,0.0,0,0.3851,Flexible - Paga en Destino,SINTETICO,
610157009601,2026-05-06,2026-05-12,6,All Inclusive,2,2,0.0,2026-04-30,MUJE,Complejo Costa Mujeres,CMU LOFT SUITE JT,1122.74,187.12,6.0,OTA POWER,MEXICO,1.0,1,0.1974,No Reembolsable,SINTETICO,
610157109601,2026-06-17,2026-06-27,10,All Inclusive,3,3,0.0,2026-05-08,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE GV,2884.46,288.45,40.0,B2B_TTOO,ALEMANIA,0.0,0,0.2362,Flexible - Paga en Destino,SINTETICO,
610157209601,2026-12-18,2026-12-25,7,All Inclusive,4,2,2.0,2026-11-20,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE PS,2901.19,414.46,28.0,OTROS_INTERMEDIARIOS,REINO UNIDO,0.0,0,0.3459,Flexible - Paga en Destino,SINTETICO,
610157310601,2026-04-27,2026-05-07,10,All Inclusive,3,2,1.0,2026-02-22,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE PS OV,3355.18,335.52,64.0,VENTA DIRECTA,MEXICO,1.0,0,0.05,Flexible - Paga en Destino,SINTETICO,
610157409601,2026-01-19,2026-01-22,3,All Inclusive,3,2,1.0,2025-12-31,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE PS,990.93,330.31,19.0,VENTA DIRECTA,MEXICO,0.0,1,0.3286,Flexible - Paga en Destino,SINTETICO,
610157509601,2026-07-03,2026-07-08,5,All Inclusive,2,2,0.0,2026-05-03,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE PS,2170.77,434.15,61.0,OTA POWER,CANADA,1.0,0,0.2212,No Reembolsable,SINTETICO,
610157610701,2026-08-09,2026-08-16,7,All Inclusive,3,3,0.0,2026-05-01,CANA,Complejo Punta Cana,BAV JUNIOR SUITE GV,2840.45,405.78,100.0,OTROS_INTERMEDIARIOS,MEXICO,0.0,0,0.4826,No Reembolsable,SINTETICO,
610157709601,2026-10-05,2026-10-19,14,All Inclusive,2,2,0.0,2026-06-20,MUJE,Complejo Costa Mujeres,CMU LOFT SUITE JT,2529.47,180.68,107.0,VENTA DIRECTA,CANADA,0.0,0,0.3566,No Reembolsable,SINTETICO,
610157810701,2026-01-14,2026-01-21,7,All Inclusive,3,3,0.0,2025-10-17,CANA,Complejo Punta Cana,BAV JUNIOR SUITE GV,2501.6,357.37,89.0,B2B_TTOO,ESTADOS UNIDOS,0.0,0,0.3164,Flexible - Paga Ahora,SINTETICO,
610157910601,2026-03-12,2026-03-19,7,All Inclusive,2,2,0.0,2025-12-06,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE GV,2384.02,340.57,96.0,VENTA DIRECTA,MEXICO,0.0,0,0.4214,Flexible - Paga en Destino,SINTETICO,
610158009601,2026-10-13,2026-10-27,14,All Inclusive,4,4,0.0,2026-10-02,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE GV,3435.53,245.39,11.0,B2B_TTOO,ALEMANIA,0.0,1,0.2136,No Reembolsable,SINTETICO,
610158109601,2026-12-23,2027-01-06,14,All Inclusive,3,2,1.0,2026-11-24,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE PS,6931.97,495.14,29.0,OTA POWER,OTROS,0.0,0,0.463,No Reembolsable,SINTETICO,
610158210701,2026-12-27,2027-01-03,7,All Inclusive,5,4,1.0,2026-10-21,CANA,Complejo Punta Cana,PAL JUNIOR SUITE GV,4077.79,582.54,67.0,FIDELIDAD_PTC,ARGENTINA,0.0,0,0.2308,Flexible - Paga Ahora,SINTETICO,
610158310601,2026-02-04,2026-02-08,4,All Inclusive,4,3,1.0,2025-12-06,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE GV,1729.28,432.32,60.0,B2B_TTOO,ARGENTINA,0.0,1,0.2951,No Reembolsable,SINTETICO,
610158410701,2026-05-23,2026-05-28,5,All Inclusive,2,2,0.0,2025-10-30,CANA,Complejo Punta Cana,PC JUNIOR SUITE GV,1225.71,245.14,205.0,B2B_TTOO,ARGENTINA,0.0,0,0.4298,Flexible - Paga en Destino,SINTETICO,
610158510601,2026-11-05,2026-11-11,6,All Inclusive,2,2,0.0,2026-08-10,MAYA,Complejo Riviera Maya,COL JUNIOR SUITE GV,1969.14,328.19,87.0,OTROS_INTERMEDIARIOS,ESTADOS UNIDOS,1.0,0,0.1288,Flexible - Paga Ahora,SINTETICO,
610158609601,2026-11-29,2026-12-04,5,All Inclusive,2,2,0.0,2026-08-09,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE GV,1474.67,294.93,112.0,FIDELIDAD_PTC,REINO UNIDO,1.0,0,0.3416,No Reembolsable,SINTETICO,
610158709601,2026-09-07,2026-09-11,4,All Inclusive,2,2,0.0,2026-08-20,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE GV,917.2,229.3,18.0,OTA POWER,ESTADOS UNIDOS,1.0,0,0.2287,Flexible - Paga en Destino,SINTETICO,
610158810701,2026-09-17,2026-09-27,10,All Inclusive,3,3,0.0,2026-03-23,CANA,Complejo Punta Cana,PAL JUNIOR SUITE GV,2469.4,246.94,178.0,B2B_TTOO,ALEMANIA,0.0,0,0.3228,Flexible - Paga en Destino,SINTETICO,
610158910601,2026-11-29,2026-12-03,4,All Inclusive,5,3,2.0,2026-10-30,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE GV,1687.59,421.9,30.0,OTROS_INTERMEDIARIOS,REINO UNIDO,1.0,0,0.1021,Flexible - Paga Ahora,SINTETICO,
610159010701,2026-09-06,2026-09-16,10,All Inclusive,4,4,0.0,2026-06-18,CANA,Complejo Punta Cana,BAV PREMIUM JS GV,3191.84,319.18,80.0,FIDELIDAD_PTC,ARGENTINA,0.0,0,0.3307,No Reembolsable,SINTETICO,
610159109601,2026-07-06,2026-07-13,7,All Inclusive,3,3,0.0,2026-05-16,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE GV,3366.14,480.88,51.0,OTROS_INTERMEDIARIOS,MEXICO,0.0,0,0.2661,No Reembolsable,SINTETICO,
610159210701,2026-06-26,2026-07-03,7,All Inclusive,2,2,0.0,2025-12-14,CANA,Complejo Punta Cana,PC JUNIOR SUITE GV,1364.26,194.89,194.0,FIDELIDAD_PTC,ALEMANIA,1.0,0,0.2419,Flexible - Paga Ahora,SINTETICO,
610159310701,2026-10-25,2026-10-30,5,All Inclusive,2,2,0.0,2026-08-04,CANA,Complejo Punta Cana,BAV JUNIOR SUITE GV,1201.2,240.24,82.0,OTROS_INTERMEDIARIOS,OTROS,0.0,0,0.4324,Flexible - Paga en Destino,SINTETICO,
610159410601,2026-09-14,2026-09-18,4,All Inclusive,3,2,1.0,2026-05-24,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE GV,1299.95,324.99,113.0,OTROS_INTERMEDIARIOS,ALEMANIA,0.0,0,0.4347,Flexible - Paga en Destino,SINTETICO,
610159510601,2026-02-10,2026-02-17,7,All Inclusive,1,1,0.0,2026-01-20,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE GV,2806.99,401.0,21.0,OTROS_INTERMEDIARIOS,REINO UNIDO,0.0,0,0.2503,No Reembolsable,SINTETICO,
610159610701,2026-01-15,2026-01-29,14,All Inclusive,1,1,0.0,2025-12-06,CANA,Complejo Punta Cana,BAV PREMIUM JS GV,5646.75,403.34,40.0,OTROS_INTERMEDIARIOS,ARGENTINA,0.0,0,0.3391,Flexible - Paga en Destino,SINTETICO,
610159709601,2026-05-14,2026-05-21,7,All Inclusive,5,4,1.0,2026-02-20,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE GV,1732.52,247.5,83.0,OTA POWER,MEXICO,1.0,0,0.143,Flexible - Paga en Destino,SINTETICO,
610159809601,2026-08-30,2026-09-06,7,All Inclusive,4,4,0.0,2026-07-26,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE GV,3236.07,462.3,35.0,OTA POWER,OTROS,0.0,0,0.3569,Flexible - Paga en Destino,SINTETICO,
610159910701,2026-09-29,2026-10-03,4,All Inclusive,5,3,2.0,2026-03-14,CANA,Complejo Punta Cana,PC JUNIOR SUITE GV,988.65,247.16,199.0,OTROS_INTERMEDIARIOS,ALEMANIA,0.0,0,0.4498,Flexible - Paga Ahora,SINTETICO,
610160010701,2026-02-12,2026-02-19,7,All Inclusive,2,2,0.0,2025-12-31,CANA,Complejo Punta Cana,BAV PREMIUM JS GV,3339.51,477.07,43.0,OTROS_INTERMEDIARIOS,CANADA,1.0,0,0.05,No Reembolsable,SINTETICO,
610160110701,2026-11-15,2026-11-29,14,All Inclusive,4,2,2.0,2026-08-19,CANA,Complejo Punta Cana,PC JUNIOR SUITE GV,4640.34,331.45,88.0,B2B_TTOO,OTROS,0.0,0,0.3484,Flexible - Paga en Destino,SINTETICO,
610160209601,2026-06-02,2026-06-12,10,All Inclusive,3,3,0.0,2026-03-10,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE PS,2594.27,259.43,84.0,B2B_TTOO,MEXICO,0.0,0,0.2861,No Reembolsable,SINTETICO,
610160310601,2026-05-27,2026-06-03,7,All Inclusive,3,3,0.0,2026-02-22,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE GV,1571.13,224.45,94.0,OTROS_INTERMEDIARIOS,REINO UNIDO,1.0,0,0.3063,Flexible - Paga en Destino,SINTETICO,
610160410701,2026-03-28,2026-04-11,14,All Inclusive,2,2,0.0,2026-02-12,CANA,Complejo Punta Cana,PAL JUNIOR SUITE GV,4251.59,303.68,44.0,OTROS_INTERMEDIARIOS,ALEMANIA,0.0,1,0.2169,Flexible - Paga en Destino,SINTETICO,
610160510601,2026-10-29,2026-11-12,14,All Inclusive,2,2,0.0,2026-05-07,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE PS OV,3389.38,242.1,175.0,B2B_TTOO,CANADA,0.0,0,0.4869,Flexible - Paga Ahora,SINTETICO,
610160610601,2026-02-27,2026-03-02,3,All Inclusive,2,2,0.0,2026-01-04,MAYA,Complejo Riviera Maya,COL JUNIOR SUITE GV,1409.05,469.68,54.0,FIDELIDAD_PTC,ARGENTINA,0.0,0,0.2925,Flexible - Paga Ahora,SINTETICO,
610160709601,2026-07-26,2026-07-31,5,All Inclusive,2,2,0.0,2026-06-01,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE PS,1837.0,367.4,55.0,OTROS_INTERMEDIARIOS,ALEMANIA,1.0,0,0.1956,Flexible - Paga en Destino,SINTETICO,
610160810601,2026-11-29,2026-12-06,7,All Inclusive,2,2,0.0,2026-11-04,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE GV,2339.22,334.17,25.0,FIDELIDAD_PTC,REINO UNIDO,0.0,0,0.2923,No Reembolsable,SINTETICO,
610160909601,2026-12-16,2026-12-30,14,All Inclusive,2,2,0.0,2026-12-06,MUJE,Complejo Costa Mujeres,CMU LOFT SUITE JT,6560.29,468.59,10.0,OTA POWER,CANADA,1.0,1,0.258,No Reembolsable,SINTETICO,
610161009601,2026-03-24,2026-03-30,6,All Inclusive,1,1,0.0,2026-02-16,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE PS,1805.57,300.93,36.0,OTROS_INTERMEDIARIOS,REINO UNIDO,0.0,1,0.3512,No Reembolsable,SINTETICO,
610161109601,2026-11-29,2026-12-02,3,All Inclusive,1,1,0.0,2026-10-15,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE PS,697.56,232.52,45.0,OTROS_INTERMEDIARIOS,ARGENTINA,0.0,0,0.2781,No Reembolsable,SINTETICO,
610161210601,2026-07-12,2026-07-19,7,All Inclusive,3,3,0.0,2026-06-09,MAYA,Complejo Riviera Maya,COL JUNIOR SUITE GV,2875.93,410.85,33.0,B2B_TTOO,CANADA,0.0,0,0.3284,Flexible - Paga en Destino,SINTETICO,
610161310601,2026-03-25,2026-04-01,7,All Inclusive,4,4,0.0,2026-02-06,MAYA,Complejo Riviera Maya,COL JUNIOR SUITE GV,2782.27,397.47,47.0,VENTA DIRECTA,ARGENTINA,0.0,0,0.145,Flexible - Paga en Destino,SINTETICO,
610161409601,2026-08-09,2026-08-14,5,All Inclusive,2,2,0.0,2026-06-13,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE GV,2232.82,446.56,57.0,B2B_TTOO,MEXICO,0.0,0,0.2239,Flexible - Paga Ahora,SINTETICO,
610161510701,2026-03-20,2026-03-23,3,All Inclusive,2,2,0.0,2025-12-18,CANA,Complejo Punta Cana,BAV JUNIOR SUITE GV,820.28,273.43,92.0,VENTA DIRECTA,ESTADOS UNIDOS,0.0,0,0.4589,Flexible - Paga en Destino,SINTETICO,
610161610601,2026-03-18,2026-03-25,7,All Inclusive,2,2,0.0,2026-02-08,MAYA,Complejo Riviera Maya,COL JUNIOR SUITE GV,2265.25,323.61,38.0,FIDELIDAD_PTC,ARGENTINA,0.0,1,0.2832,No Reembolsable,SINTETICO,
610161710701,2026-04-19,2026-04-23,4,All Inclusive,2,2,0.0,2025-10-25,CANA,Complejo Punta Cana,PAL JUNIOR SUITE GV,1327.35,331.84,176.0,FIDELIDAD_PTC,CANADA,0.0,0,0.4058,No Reembolsable,SINTETICO,
610161809601,2026-04-01,2026-04-15,14,All Inclusive,2,2,0.0,2026-03-30,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE PS,3937.46,281.25,2.0,OTA POWER,OTROS,0.0,0,0.367,No Reembolsable,SINTETICO,
610161910601,2026-12-27,2027-01-02,6,All Inclusive,2,2,0.0,2026-11-07,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE PS OV,2617.79,436.3,50.0,VENTA DIRECTA,ALEMANIA,0.0,1,0.2751,Flexible - Paga Ahora,SINTETICO,
610162009601,2026-02-05,2026-02-15,10,All Inclusive,2,2,0.0,2025-10-31,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE GV,3497.7,349.77,97.0,FIDELIDAD_PTC,ARGENTINA,0.0,0,0.4339,Flexible - Paga Ahora,SINTETICO,
610162110701,2026-07-01,2026-07-08,7,All Inclusive,4,4,0.0,2026-05-04,CANA,Complejo Punta Cana,PC JUNIOR SUITE GV,3111.52,444.5,58.0,VENTA DIRECTA,ALEMANIA,1.0,0,0.05,No Reembolsable,SINTETICO,
610162210601,2026-04-12,2026-04-17,5,All Inclusive,2,2,0.0,2026-03-27,MAYA,Complejo Riviera Maya,COL JUNIOR SUITE GV,1794.03,358.81,16.0,FIDELIDAD_PTC,REINO UNIDO,0.0,0,0.3294,Flexible - Paga Ahora,SINTETICO,
610162310601,2026-07-15,2026-07-22,7,All Inclusive,4,4,0.0,2026-04-21,MAYA,Complejo Riviera Maya,COL JUNIOR SUITE GV,2964.8,423.54,85.0,FIDELIDAD_PTC,OTROS,1.0,0,0.1353,Flexible - Paga Ahora,SINTETICO,
610162410701,2026-02-16,2026-02-20,4,All Inclusive,3,2,1.0,2026-02-02,CANA,Complejo Punta Cana,BAV PREMIUM JS GV,1444.08,361.02,14.0,OTROS_INTERMEDIARIOS,CANADA,1.0,0,0.1391,No Reembolsable,SINTETICO,
610162510601,2026-07-04,2026-07-11,7,All Inclusive,2,2,0.0,2025-12-14,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE PS OV,2403.37,343.34,202.0,OTROS_INTERMEDIARIOS,ESTADOS UNIDOS,0.0,0,0.4756,No Reembolsable,SINTETICO,
610162610601,2026-12-05,2026-12-15,10,All Inclusive,2,1,1.0,2026-11-19,MAYA,Complejo Riviera Maya,COL JUNIOR SUITE GV,3777.42,377.74,16.0,OTA POWER,ESTADOS UNIDOS,0.0,0,0.4319,Flexible - Paga Ahora,SINTETICO,
610162709601,2026-02-18,2026-02-22,4,All Inclusive,2,2,0.0,2025-08-09,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE GV,1648.33,412.08,193.0,OTROS_INTERMEDIARIOS,ALEMANIA,1.0,0,0.2832,Flexible - Paga Ahora,SINTETICO,
610162810701,2026-05-13,2026-05-27,14,All Inclusive,5,3,2.0,2026-04-14,CANA,Complejo Punta Cana,PAL JUNIOR SUITE GV,4969.87,354.99,29.0,B2B_TTOO,CANADA,1.0,0,0.1656,Flexible - Paga en Destino,SINTETICO,
610162909601,2026-03-25,2026-04-01,7,All Inclusive,3,3,0.0,2026-01-16,MUJE,Complejo Costa Mujeres,CMU LOFT SUITE JT,2387.14,341.02,68.0,OTA POWER,MEXICO,0.0,1,0.368,Flexible - Paga en Destino,SINTETICO,
610163010601,2026-03-28,2026-04-03,6,All Inclusive,2,2,0.0,2026-01-16,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE GV,2004.73,334.12,71.0,OTROS_INTERMEDIARIOS,MEXICO,0.0,1,0.2764,Flexible - Paga en Destino,SINTETICO,
610163110601,2026-07-07,2026-07-12,5,All Inclusive,2,2,0.0,2026-06-04,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE GV,1828.96,365.79,33.0,OTA POWER,ALEMANIA,0.0,1,0.4245,Flexible - Paga en Destino,SINTETICO,
610163209601,2026-09-28,2026-10-04,6,All Inclusive,3,2,1.0,2026-07-16,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE PS,1371.55,228.59,74.0,FIDELIDAD_PTC,CANADA,0.0,0,0.2047,Flexible - Paga en Destino,SINTETICO,
610163310601,2026-12-22,2026-12-26,4,All Inclusive,2,2,0.0,2026-09-14,MAYA,Complejo Riviera Maya,COL JUNIOR SUITE GV,1487.36,371.84,99.0,OTROS_INTERMEDIARIOS,MEXICO,0.0,1,0.5091,Flexible - Paga Ahora,SINTETICO,
610163410601,2026-08-20,2026-08-27,7,All Inclusive,2,2,0.0,2026-08-10,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE PS OV,3185.2,455.03,10.0,FIDELIDAD_PTC,OTROS,1.0,0,0.1893,No Reembolsable,SINTETICO,
610163509601,2026-08-15,2026-08-22,7,All Inclusive,2,2,0.0,2026-07-07,MUJE,Complejo Costa Mujeres,CMU JUNIOR SUITE PS,2336.38,333.77,39.0,VENTA DIRECTA,CANADA,0.0,1,0.238,Flexible - Paga en Destino,SINTETICO,
610163610601,2026-06-23,2026-06-30,7,All Inclusive,3,3,0.0,2026-03-08,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE GV,1534.85,219.26,107.0,FIDELIDAD_PTC,ESTADOS UNIDOS,0.0,0,0.3202,Flexible - Paga en Destino,SINTETICO,
610163710701,2026-04-17,2026-04-27,10,All Inclusive,3,2,1.0,2026-01-05,CANA,Complejo Punta Cana,BAV PREMIUM JS GV,3805.43,380.54,102.0,OTA POWER,REINO UNIDO,1.0,0,0.4433,Flexible - Paga en Destino,SINTETICO,
610163810701,2026-03-17,2026-03-20,3,All Inclusive,2,2,0.0,2025-12-17,CANA,Complejo Punta Cana,BAV PREMIUM JS GV,745.46,248.49,90.0,VENTA DIRECTA,ALEMANIA,0.0,0,0.1877,Flexible - Paga Ahora,SINTETICO,
610163910601,2026-04-26,2026-04-30,4,All Inclusive,4,2,2.0,2026-02-26,MAYA,Complejo Riviera Maya,WS JUNIOR SUITE GV,1471.64,367.91,59.0,B2B_TTOO,OTROS,0.0,0,0.2883,Flexible - Paga Ahora,SINTETICO,
610164010701,2026-03-02,2026-03-16,14,All Inclusive,2,2,0.0,2026-02-05,CANA,Complejo Punta Cana,BAV JUNIOR SUITE GV,3436.54,245.47,25.0,B2B_TTOO,ARGENTINA,0.0,0,0.3009,Flexible - Paga en Destino,SINTETICO,
